id,datetime,season,hour,holiday,weekday,weathersit,temp,humidity,windspeed,ride_count
25,2025-01-02T00:00:00,1,0,0,4,3,30.2,88.79,17,215
26,2025-01-02T01:00:00,1,1,0,4,1,28.91,79.3,7.57,111
27,2025-01-02T02:00:00,1,2,0,4,2,27,75.9,4.99,103
28,2025-01-02T03:00:00,1,3,0,4,2,28.69,77.68,13.58,65
29,2025-01-02T04:00:00,1,4,0,4,2,29.82,82.99,4.52,164
30,2025-01-02T05:00:00,1,5,0,4,1,28.74,62.08,11.12,389
31,2025-01-02T06:00:00,1,6,0,4,1,28.4,68.88,8.74,344
32,2025-01-02T07:00:00,1,7,0,4,2,28.04,77.73,12.29,2764
33,2025-01-02T08:00:00,1,8,0,4,1,26.03,61.35,3.82,3230
34,2025-01-02T09:00:00,1,9,0,4,1,29.73,79.41,15.91,2991
35,2025-01-02T10:00:00,1,10,0,4,3,28.23,83.47,12.85,1440
36,2025-01-02T11:00:00,1,11,0,4,1,28.69,63.05,13.38,1346
37,2025-01-02T12:00:00,1,12,0,4,1,26.97,53.84,13.48,1526
38,2025-01-02T13:00:00,1,13,0,4,2,26.68,76.36,14.59,1558
39,2025-01-02T14:00:00,1,14,0,4,2,29.43,88.55,14.43,1154
40,2025-01-02T15:00:00,1,15,0,4,2,27.9,73.3,7.7,1338
41,2025-01-02T16:00:00,1,16,0,4,2,27.31,80,20.78,1326
42,2025-01-02T17:00:00,1,17,0,4,1,29.94,54.44,10.7,3320
43,2025-01-02T18:00:00,1,18,0,4,2,28.69,64.26,9.88,3252
44,2025-01-02T19:00:00,1,19,0,4,1,26.95,71.18,13.59,3572
45,2025-01-02T20:00:00,1,20,0,4,3,28.15,89.17,23.21,2368
46,2025-01-02T21:00:00,1,21,0,4,1,30.36,71.69,8.88,2012
47,2025-01-02T22:00:00,1,22,0,4,1,27.08,59.32,12.17,676
48,2025-01-02T23:00:00,1,23,0,4,1,30.44,64.86,15.75,922
49,2025-01-03T00:00:00,1,0,0,5,1,29.15,60.07,6.13,147
50,2025-01-03T01:00:00,1,1,0,5,1,27.04,62.6,10.4,177
51,2025-01-03T02:00:00,1,2,0,5,2,31.28,66.71,18.44,152
52,2025-01-03T03:00:00,1,3,0,5,3,28.87,83.87,18.43,132
53,2025-01-03T04:00:00,1,4,0,5,1,30.41,71.56,15.43,118
54,2025-01-03T05:00:00,1,5,0,5,1,29.45,58.17,14.7,354
55,2025-01-03T06:00:00,1,6,0,5,2,30.31,84.29,24.49,314
56,2025-01-03T07:00:00,1,7,0,5,2,31.61,81.84,18.62,3326
57,2025-01-03T08:00:00,1,8,0,5,3,26.86,94.17,25.49,4192
58,2025-01-03T09:00:00,1,9,0,5,1,27.83,77.83,4.81,3133
59,2025-01-03T10:00:00,1,10,0,5,1,31.07,73.04,18.75,1016
60,2025-01-03T11:00:00,1,11,0,5,2,30.02,66.89,24.04,1408
61,2025-01-03T12:00:00,1,12,0,5,1,28.92,67.7,11.55,1474
62,2025-01-03T13:00:00,1,13,0,5,2,29.38,93.93,17.34,1790
63,2025-01-03T14:00:00,1,14,0,5,2,27.21,78.42,19.07,995
64,2025-01-03T15:00:00,1,15,0,5,1,30.19,71.62,8.34,1129
65,2025-01-03T16:00:00,1,16,0,5,2,26.75,78.89,16.61,1248
66,2025-01-03T17:00:00,1,17,0,5,1,29.64,66.28,10.25,3892
67,2025-01-03T18:00:00,1,18,0,5,2,27.66,82.59,19.06,3303
68,2025-01-03T19:00:00,1,19,0,5,2,27.11,74.55,13.25,2783
69,2025-01-03T20:00:00,1,20,0,5,4,29.68,97.92,25.02,2605
70,2025-01-03T21:00:00,1,21,0,5,3,29.24,90.77,19.09,2470
71,2025-01-03T22:00:00,1,22,0,5,1,26.93,68.45,12.56,608
72,2025-01-03T23:00:00,1,23,0,5,1,30.88,64.76,6.61,515
73,2025-01-04T00:00:00,1,0,0,6,1,29.59,59.97,11.85,88
74,2025-01-04T01:00:00,1,1,0,6,1,27.72,80.48,15.72,122
75,2025-01-04T02:00:00,1,2,0,6,1,27.57,60.61,11.76,123
76,2025-01-04T03:00:00,1,3,0,6,1,28.91,73.66,16.89,107
77,2025-01-04T04:00:00,1,4,0,6,3,27.82,84.82,13.69,143
78,2025-01-04T05:00:00,1,5,0,6,1,30.25,74.67,5.94,289
79,2025-01-04T06:00:00,1,6,0,6,2,29.45,81.29,10.36,340
80,2025-01-04T07:00:00,1,7,0,6,1,29.77,61.95,8.67,2923
81,2025-01-04T08:00:00,1,8,0,6,2,27.29,81.91,21.04,2425
82,2025-01-04T09:00:00,1,9,0,6,2,27.83,71.77,8.76,2515
83,2025-01-04T10:00:00,1,10,0,6,1,27.93,73.09,15.1,1019
84,2025-01-04T11:00:00,1,11,0,6,1,31.25,72.52,11.59,1125
85,2025-01-04T12:00:00,1,12,0,6,1,31.61,54.71,9.28,1227
86,2025-01-04T13:00:00,1,13,0,6,3,25.96,87.07,11.66,1768
87,2025-01-04T14:00:00,1,14,0,6,1,28.56,65.97,9.98,1102
88,2025-01-04T15:00:00,1,15,0,6,1,28.9,77.03,10.03,870
89,2025-01-04T16:00:00,1,16,0,6,1,29.76,63.15,7.26,788
90,2025-01-04T17:00:00,1,17,0,6,3,27.42,86.9,25.41,3058
91,2025-01-04T18:00:00,1,18,0,6,1,28.05,60.11,6.22,2500
92,2025-01-04T19:00:00,1,19,0,6,1,26.73,65.42,10.24,2491
93,2025-01-04T20:00:00,1,20,0,6,1,27.43,65.49,3.17,1274
94,2025-01-04T21:00:00,1,21,0,6,2,28.49,78.33,7.03,1364
95,2025-01-04T22:00:00,1,22,0,6,1,30.01,68.83,19.63,602
96,2025-01-04T23:00:00,1,23,0,6,1,25.42,66.36,4.02,577
97,2025-01-05T00:00:00,1,0,0,0,1,28.55,64.66,16.63,123
98,2025-01-05T01:00:00,1,1,0,0,1,27.5,56.88,9.11,171
99,2025-01-05T02:00:00,1,2,0,0,2,28.36,83.08,13.3,163
100,2025-01-05T03:00:00,1,3,0,0,1,28.45,59.57,14.7,89
101,2025-01-05T04:00:00,1,4,0,0,1,29.96,65.2,11.32,91
102,2025-01-05T05:00:00,1,5,0,0,4,27.16,94.02,25.33,432
103,2025-01-05T06:00:00,1,6,0,0,1,28.25,63.89,11.27,313
104,2025-01-05T07:00:00,1,7,0,0,1,26.7,75.06,8.08,2168
105,2025-01-05T08:00:00,1,8,0,0,2,26.53,65.67,21.98,2263
106,2025-01-05T09:00:00,1,9,0,0,1,28.73,69.21,10.29,1913
107,2025-01-05T10:00:00,1,10,0,0,1,27.16,60.07,16.42,986
108,2025-01-05T11:00:00,1,11,0,0,2,28.92,66.07,9.63,1079
109,2025-01-05T12:00:00,1,12,0,0,1,31.55,63.32,3.35,1169
110,2025-01-05T13:00:00,1,13,0,0,3,25.71,84.03,25.11,1638
111,2025-01-05T14:00:00,1,14,0,0,1,29.89,68.08,11.45,784
112,2025-01-05T15:00:00,1,15,0,0,1,27.25,72.94,11.93,820
113,2025-01-05T16:00:00,1,16,0,0,1,28.1,60.96,14.91,879
114,2025-01-05T17:00:00,1,17,0,0,2,26.63,80.99,21.23,2348
115,2025-01-05T18:00:00,1,18,0,0,1,30.66,56.35,13.69,2732
116,2025-01-05T19:00:00,1,19,0,0,1,28.2,60.24,7.3,2519
117,2025-01-05T20:00:00,1,20,0,0,1,30.31,65.23,11.94,1410
118,2025-01-05T21:00:00,1,21,0,0,1,28.05,62.15,10.51,1528
119,2025-01-05T22:00:00,1,22,0,0,3,27.74,88.06,20.96,681
120,2025-01-05T23:00:00,1,23,0,0,1,29.41,63.68,9.5,587
121,2025-01-06T00:00:00,1,0,0,1,1,26.14,60.63,8.87,145
122,2025-01-06T01:00:00,1,1,0,1,1,31.64,65.2,16.11,100
123,2025-01-06T02:00:00,1,2,0,1,2,27.45,87.52,2.65,144
124,2025-01-06T03:00:00,1,3,0,1,2,30.06,79.38,4.4,99
125,2025-01-06T04:00:00,1,4,0,1,3,27.53,93.03,29.6,194
126,2025-01-06T05:00:00,1,5,0,1,1,29.77,58.85,6.32,343
127,2025-01-06T06:00:00,1,6,0,1,1,28.07,66.63,11.65,438
128,2025-01-06T07:00:00,1,7,0,1,1,26.21,71.15,3.27,2833
129,2025-01-06T08:00:00,1,8,0,1,1,27.72,69.62,11.79,2515
130,2025-01-06T09:00:00,1,9,0,1,2,30.01,66.42,19.03,2844
131,2025-01-06T10:00:00,1,10,0,1,2,29.94,75.34,15.91,1013
132,2025-01-06T11:00:00,1,11,0,1,2,26.1,69.27,14.98,1275
133,2025-01-06T12:00:00,1,12,0,1,1,29.43,64.42,10.86,1500
134,2025-01-06T13:00:00,1,13,0,1,1,28.26,62.8,10.72,1582
135,2025-01-06T14:00:00,1,14,0,1,3,29.54,88.64,13.51,1335
136,2025-01-06T15:00:00,1,15,0,1,1,29.35,66.27,7.77,1123
137,2025-01-06T16:00:00,1,16,0,1,1,28.28,61.64,10.34,1152
138,2025-01-06T17:00:00,1,17,0,1,1,30.82,73.44,10.8,3675
139,2025-01-06T18:00:00,1,18,0,1,1,29.67,72.14,16.11,3441
140,2025-01-06T19:00:00,1,19,0,1,2,27.61,85.86,23.02,3678
141,2025-01-06T20:00:00,1,20,0,1,2,31.66,73.43,11.88,1375
142,2025-01-06T21:00:00,1,21,0,1,1,29.61,64.46,7.1,2363
143,2025-01-06T22:00:00,1,22,0,1,1,28.01,58.6,12.09,631
144,2025-01-06T23:00:00,1,23,0,1,1,27.63,62.93,14.88,678
145,2025-01-07T00:00:00,1,0,0,2,1,28.17,70.45,7.42,136
146,2025-01-07T01:00:00,1,1,0,2,2,25.18,77.47,9.87,158
147,2025-01-07T02:00:00,1,2,0,2,1,28.69,76.99,12.85,171
148,2025-01-07T03:00:00,1,3,0,2,3,30.38,79.1,4.12,121
149,2025-01-07T04:00:00,1,4,0,2,1,28.75,56.48,13,163
150,2025-01-07T05:00:00,1,5,0,2,1,26.08,63.88,13.27,292
151,2025-01-07T06:00:00,1,6,0,2,2,28.1,78.44,15.01,385
152,2025-01-07T07:00:00,1,7,0,2,1,29.32,65.09,10.09,2733
153,2025-01-07T08:00:00,1,8,0,2,1,29.56,66.66,12.69,2824
154,2025-01-07T09:00:00,1,9,0,2,1,27.31,54.36,12.56,2806
155,2025-01-07T10:00:00,1,10,0,2,1,29.29,64.77,11.57,1392
156,2025-01-07T11:00:00,1,11,0,2,1,29.9,72.54,12.24,1405
157,2025-01-07T12:00:00,1,12,0,2,1,30.11,59.48,14.76,1786
158,2025-01-07T13:00:00,1,13,0,2,1,29.55,67.07,10.22,1488
159,2025-01-07T14:00:00,1,14,0,2,1,30.59,51.4,14.8,1042
160,2025-01-07T15:00:00,1,15,0,2,1,26.1,62.34,13.82,1185
161,2025-01-07T16:00:00,1,16,0,2,1,27.23,66.38,6.24,1080
162,2025-01-07T17:00:00,1,17,0,2,2,28.04,77.79,10.2,3621
163,2025-01-07T18:00:00,1,18,0,2,3,31.48,78.57,20.04,4198
164,2025-01-07T19:00:00,1,19,0,2,1,28.04,57.41,5.36,3325
165,2025-01-07T20:00:00,1,20,0,2,1,30.61,56.79,9.6,1941
166,2025-01-07T21:00:00,1,21,0,2,1,32.12,63.76,7.16,2030
167,2025-01-07T22:00:00,1,22,0,2,1,28.5,65.58,12.64,816
168,2025-01-07T23:00:00,1,23,0,2,1,29.59,51.47,9.43,698
169,2025-01-08T00:00:00,1,0,0,3,2,28.27,78.28,9.46,156
170,2025-01-08T01:00:00,1,1,0,3,1,29.2,62.9,17.81,168
171,2025-01-08T02:00:00,1,2,0,3,1,27.67,55.05,12.27,104
172,2025-01-08T03:00:00,1,3,0,3,3,31.32,88.09,16.54,113
173,2025-01-08T04:00:00,1,4,0,3,1,26.18,72.45,9.91,118
174,2025-01-08T05:00:00,1,5,0,3,1,28.87,52.56,14.22,395
175,2025-01-08T06:00:00,1,6,0,3,2,27.05,76.08,19.92,380
176,2025-01-08T07:00:00,1,7,0,3,1,29.48,70.23,5.42,3629
177,2025-01-08T08:00:00,1,8,0,3,1,28.39,48.73,13.43,3000
178,2025-01-08T09:00:00,1,9,0,3,3,26.1,90.98,19.9,3296
179,2025-01-08T10:00:00,1,10,0,3,1,28.9,59.94,10.24,1191
180,2025-01-08T11:00:00,1,11,0,3,1,28.7,57.47,10.7,1404
181,2025-01-08T12:00:00,1,12,0,3,1,31.25,54.35,7.33,1494
182,2025-01-08T13:00:00,1,13,0,3,1,29.83,69.19,13.46,1827
183,2025-01-08T14:00:00,1,14,0,3,1,31.19,54.8,16.4,1178
184,2025-01-08T15:00:00,1,15,0,3,1,30.51,69.23,14.21,1117
185,2025-01-08T16:00:00,1,16,0,3,1,28.11,62.16,14.2,1095
186,2025-01-08T17:00:00,1,17,0,3,3,29.65,87.61,22.49,3714
187,2025-01-08T18:00:00,1,18,0,3,2,28.58,77.22,20.23,3303
188,2025-01-08T19:00:00,1,19,0,3,1,30.98,64.01,8.65,3500
189,2025-01-08T20:00:00,1,20,0,3,1,29.14,64.53,16.93,1654
190,2025-01-08T21:00:00,1,21,0,3,1,28.72,62.24,12.11,1818
191,2025-01-08T22:00:00,1,22,0,3,1,27.23,72.08,10.15,651
192,2025-01-08T23:00:00,1,23,0,3,2,27.54,64.82,15.68,788
193,2025-01-09T00:00:00,1,0,0,4,2,28.8,81.73,14.37,206
194,2025-01-09T01:00:00,1,1,0,4,1,30.88,61,5.41,81
195,2025-01-09T02:00:00,1,2,0,4,3,29.51,88.66,9.31,191
196,2025-01-09T03:00:00,1,3,0,4,2,28.71,83.25,13.4,134
197,2025-01-09T04:00:00,1,4,0,4,1,27.35,57.85,9.8,213
198,2025-01-09T05:00:00,1,5,0,4,2,26.8,89.45,25.76,408
199,2025-01-09T06:00:00,1,6,0,4,1,27.68,67.68,20.17,334
200,2025-01-09T07:00:00,1,7,0,4,1,30.32,69.73,9.58,3127
201,2025-01-09T08:00:00,1,8,0,4,2,30.41,72.75,12.32,2623
202,2025-01-09T09:00:00,1,9,0,4,3,27.64,88.46,14.74,3914
203,2025-01-09T10:00:00,1,10,0,4,2,28.56,66.29,12.36,1075
204,2025-01-09T11:00:00,1,11,0,4,1,28.99,67,15.4,1092
205,2025-01-09T12:00:00,1,12,0,4,1,26.79,61.2,3.48,1915
206,2025-01-09T13:00:00,1,13,0,4,1,27.47,70.06,8.14,1737
207,2025-01-09T14:00:00,1,14,0,4,3,28.07,92.72,10.87,1045
208,2025-01-09T15:00:00,1,15,0,4,1,26.15,64.91,10.5,1005
209,2025-01-09T16:00:00,1,16,0,4,1,30.37,67.15,16.97,911
210,2025-01-09T17:00:00,1,17,0,4,2,33.02,72.77,8.59,3027
211,2025-01-09T18:00:00,1,18,0,4,2,28.99,65.95,24.63,3459
212,2025-01-09T19:00:00,1,19,0,4,1,26.92,68.36,17.67,3441
213,2025-01-09T20:00:00,1,20,0,4,2,27.02,74.33,14.93,1947
214,2025-01-09T21:00:00,1,21,0,4,1,27.95,81.37,6.96,2134
215,2025-01-09T22:00:00,1,22,0,4,1,30.87,64.84,15.54,609
216,2025-01-09T23:00:00,1,23,0,4,3,33.67,86,16.72,797
217,2025-01-10T00:00:00,1,0,0,5,1,30.09,73.25,15.39,214
218,2025-01-10T01:00:00,1,1,0,5,2,27.97,76.18,10.25,81
219,2025-01-10T02:00:00,1,2,0,5,2,26.65,78.2,10.43,137
220,2025-01-10T03:00:00,1,3,0,5,2,27.57,69.87,22.24,206
221,2025-01-10T04:00:00,1,4,0,5,2,29.34,79.78,13.74,190
222,2025-01-10T05:00:00,1,5,0,5,1,29.26,59.86,7.98,412
223,2025-01-10T06:00:00,1,6,0,5,1,29.48,63.06,15.55,348
224,2025-01-10T07:00:00,1,7,0,5,1,29.49,62.11,13.63,2600
225,2025-01-10T08:00:00,1,8,0,5,3,28.28,86.87,19.25,4009
226,2025-01-10T09:00:00,1,9,0,5,1,30.17,63.9,19.63,2774
227,2025-01-10T10:00:00,1,10,0,5,2,27.95,71.26,20.22,1326
228,2025-01-10T11:00:00,1,11,0,5,1,26.91,72.79,11.03,1263
229,2025-01-10T12:00:00,1,12,0,5,1,30.71,70.14,11.45,1518
230,2025-01-10T13:00:00,1,13,0,5,4,31.37,97.18,21.47,2070
231,2025-01-10T14:00:00,1,14,0,5,2,28.9,70.42,18.99,1155
232,2025-01-10T15:00:00,1,15,0,5,1,28.62,67.79,13.02,1036
233,2025-01-10T16:00:00,1,16,0,5,2,29.22,84.12,17.07,1133
234,2025-01-10T17:00:00,1,17,0,5,3,28.04,82.72,21.96,3762
235,2025-01-10T18:00:00,1,18,0,5,1,27.21,66.28,9.04,3539
236,2025-01-10T19:00:00,1,19,0,5,1,29.43,59.25,9.88,3168
237,2025-01-10T20:00:00,1,20,0,5,2,28.31,66.24,4.25,1949
238,2025-01-10T21:00:00,1,21,0,5,1,29.43,76.72,12.89,2129
239,2025-01-10T22:00:00,1,22,0,5,1,26.75,65.45,13.97,648
240,2025-01-10T23:00:00,1,23,0,5,2,28.72,76.51,25.48,794
241,2025-01-11T00:00:00,1,0,0,6,1,28.12,66.7,7.67,109
242,2025-01-11T01:00:00,1,1,0,6,1,28.39,60.51,15.92,134
243,2025-01-11T02:00:00,1,2,0,6,1,28.79,72.4,10.25,116
244,2025-01-11T03:00:00,1,3,0,6,1,28.56,74.44,11.93,92
245,2025-01-11T04:00:00,1,4,0,6,3,26.93,86.06,35.05,112
246,2025-01-11T05:00:00,1,5,0,6,2,28.49,86.1,16.53,271
247,2025-01-11T06:00:00,1,6,0,6,1,31.42,66.32,8.28,238
248,2025-01-11T07:00:00,1,7,0,6,2,28.42,84.88,14.22,2353
249,2025-01-11T08:00:00,1,8,0,6,1,27.06,58.27,14.34,2063
250,2025-01-11T09:00:00,1,9,0,6,1,29.2,74.3,9.59,1830
251,2025-01-11T10:00:00,1,10,0,6,3,28.75,84.04,23.26,1092
252,2025-01-11T11:00:00,1,11,0,6,1,29.86,65.97,11.26,818
253,2025-01-11T12:00:00,1,12,0,6,1,31.44,69.11,17.06,1266
254,2025-01-11T13:00:00,1,13,0,6,2,29.09,79.14,19.55,1567
255,2025-01-11T14:00:00,1,14,0,6,2,28.5,69.68,10.5,1007
256,2025-01-11T15:00:00,1,15,0,6,4,29.71,91.74,29.87,927
257,2025-01-11T16:00:00,1,16,0,6,1,29.57,57.24,12.39,973
258,2025-01-11T17:00:00,1,17,0,6,2,27.23,88.17,11.29,3113
259,2025-01-11T18:00:00,1,18,0,6,1,28.59,73.69,10.05,2476
260,2025-01-11T19:00:00,1,19,0,6,1,27.96,62.6,10.32,2425
261,2025-01-11T20:00:00,1,20,0,6,1,28.77,64.92,13.28,1462
262,2025-01-11T21:00:00,1,21,0,6,1,27.88,50.16,4.97,1426
263,2025-01-11T22:00:00,1,22,0,6,1,30.08,68.65,19.19,732
264,2025-01-11T23:00:00,1,23,0,6,2,26.83,75.43,12.23,782
265,2025-01-12T00:00:00,1,0,0,0,1,31.27,57.91,8.86,88
266,2025-01-12T01:00:00,1,1,0,0,3,29.27,85.88,19.5,153
267,2025-01-12T02:00:00,1,2,0,0,4,30.29,93.07,28.52,166
268,2025-01-12T03:00:00,1,3,0,0,1,27.74,65.25,11.71,144
269,2025-01-12T04:00:00,1,4,0,0,2,28.26,65.28,14.26,113
270,2025-01-12T05:00:00,1,5,0,0,1,28,68.72,14.64,248
271,2025-01-12T06:00:00,1,6,0,0,3,28.67,86.19,16.38,459
272,2025-01-12T07:00:00,1,7,0,0,2,30.43,95.55,11.6,2554
273,2025-01-12T08:00:00,1,8,0,0,3,27.31,80.67,16.77,2623
274,2025-01-12T09:00:00,1,9,0,0,2,28.81,84.19,15.87,2358
275,2025-01-12T10:00:00,1,10,0,0,1,30.97,59.4,11.95,1115
276,2025-01-12T11:00:00,1,11,0,0,1,28.33,58.99,25.56,1002
277,2025-01-12T12:00:00,1,12,0,0,1,29.51,62.56,5.41,1403
278,2025-01-12T13:00:00,1,13,0,0,1,29.21,60.32,14.45,1206
279,2025-01-12T14:00:00,1,14,0,0,2,28.02,79.91,19.79,850
280,2025-01-12T15:00:00,1,15,0,0,1,27.68,59.22,10.9,848
281,2025-01-12T16:00:00,1,16,0,0,1,30.37,61.26,9.76,748
282,2025-01-12T17:00:00,1,17,0,0,1,27.39,69.12,12.29,2794
283,2025-01-12T18:00:00,1,18,0,0,1,28.74,76.7,14.67,2207
284,2025-01-12T19:00:00,1,19,0,0,1,29.85,67.13,12.64,2487
285,2025-01-12T20:00:00,1,20,0,0,1,26.57,84.56,11.83,1766
286,2025-01-12T21:00:00,1,21,0,0,1,29.21,69.16,10.88,1635
287,2025-01-12T22:00:00,1,22,0,0,1,30.58,52.89,14.92,524
288,2025-01-12T23:00:00,1,23,0,0,2,28.97,74.42,9.34,520
289,2025-01-13T00:00:00,1,0,1,1,2,30.2,73.75,17.13,87
290,2025-01-13T01:00:00,1,1,1,1,1,26.41,67.64,14.26,100
291,2025-01-13T02:00:00,1,2,1,1,1,28.58,85.13,9.37,109
292,2025-01-13T03:00:00,1,3,1,1,3,28.95,87.54,5.36,78
293,2025-01-13T04:00:00,1,4,1,1,1,27.85,60.27,8.26,103
294,2025-01-13T05:00:00,1,5,1,1,1,26.28,68.27,7.31,234
295,2025-01-13T06:00:00,1,6,1,1,1,28.65,70.73,7.25,247
296,2025-01-13T07:00:00,1,7,1,1,1,28.85,65.43,12.91,2025
297,2025-01-13T08:00:00,1,8,1,1,1,29.17,68.12,9.7,1747
298,2025-01-13T09:00:00,1,9,1,1,2,26.64,68.91,13.34,2162
299,2025-01-13T10:00:00,1,10,1,1,2,27.1,80.48,20.22,797
300,2025-01-13T11:00:00,1,11,1,1,1,31.45,68.76,8.09,888
301,2025-01-13T12:00:00,1,12,1,1,1,27.74,64.07,5.72,1220
302,2025-01-13T13:00:00,1,13,1,1,2,29.79,78.52,11.36,996
303,2025-01-13T14:00:00,1,14,1,1,2,30.69,85.6,19.81,717
304,2025-01-13T15:00:00,1,15,1,1,2,27.45,77.38,12.74,730
305,2025-01-13T16:00:00,1,16,1,1,3,29.54,90.59,16.68,924
306,2025-01-13T17:00:00,1,17,1,1,1,29.62,75.83,9.99,1781
307,2025-01-13T18:00:00,1,18,1,1,1,27.81,69.53,8.81,2012
308,2025-01-13T19:00:00,1,19,1,1,1,29.56,71.01,12.49,2187
309,2025-01-13T20:00:00,1,20,1,1,1,28.77,61.2,9.17,935
310,2025-01-13T21:00:00,1,21,1,1,1,28.99,66.82,16.74,1255
311,2025-01-13T22:00:00,1,22,1,1,1,27.51,71.06,12.01,503
312,2025-01-13T23:00:00,1,23,1,1,2,30.55,82.75,12.49,425
313,2025-01-14T00:00:00,1,0,1,2,1,27.1,63.4,8.39,129
314,2025-01-14T01:00:00,1,1,1,2,1,28.84,64.2,2.85,120
315,2025-01-14T02:00:00,1,2,1,2,2,26.77,83.37,8.58,102
316,2025-01-14T03:00:00,1,3,1,2,2,30.23,78.37,5.06,86
317,2025-01-14T04:00:00,1,4,1,2,2,29.03,62.08,17.51,98
318,2025-01-14T05:00:00,1,5,1,2,1,29.56,78.95,13.66,257
319,2025-01-14T06:00:00,1,6,1,2,1,28.78,58.1,10.55,241
320,2025-01-14T07:00:00,1,7,1,2,1,28.53,65.99,9.24,2143
321,2025-01-14T08:00:00,1,8,1,2,1,26.72,59.05,16.1,1804
322,2025-01-14T09:00:00,1,9,1,2,1,29.33,64.98,6.34,1986
323,2025-01-14T10:00:00,1,10,1,2,1,27.65,48.84,11.42,886
324,2025-01-14T11:00:00,1,11,1,2,1,27.78,55.06,7.96,1124
325,2025-01-14T12:00:00,1,12,1,2,1,27.89,70.56,10.17,930
326,2025-01-14T13:00:00,1,13,1,2,2,30.64,79.76,6.92,1001
327,2025-01-14T14:00:00,1,14,1,2,1,31.88,65.17,4.99,608
328,2025-01-14T15:00:00,1,15,1,2,2,26.74,75.1,19.53,665
329,2025-01-14T16:00:00,1,16,1,2,3,29.44,82.82,23.32,839
330,2025-01-14T17:00:00,1,17,1,2,1,27.82,71.5,11.74,2209
331,2025-01-14T18:00:00,1,18,1,2,2,30.92,87.56,3.63,2375
332,2025-01-14T19:00:00,1,19,1,2,1,32.05,69.55,11.55,1835
333,2025-01-14T20:00:00,1,20,1,2,1,30.81,59.36,5.49,1272
334,2025-01-14T21:00:00,1,21,1,2,1,29.6,61.7,12.1,1060
335,2025-01-14T22:00:00,1,22,1,2,2,26.73,82.26,11.75,485
336,2025-01-14T23:00:00,1,23,1,2,2,27.6,78.63,5.25,437
337,2025-01-15T00:00:00,1,0,0,3,2,27.84,79.21,10.26,154
338,2025-01-15T01:00:00,1,1,0,3,2,30.43,86.17,21.59,115
339,2025-01-15T02:00:00,1,2,0,3,1,28,71.13,11.75,209
340,2025-01-15T03:00:00,1,3,0,3,1,30.11,55.91,9.67,95
341,2025-01-15T04:00:00,1,4,0,3,1,28.08,51.53,14.94,162
342,2025-01-15T05:00:00,1,5,0,3,2,29.03,78.58,17.47,341
343,2025-01-15T06:00:00,1,6,0,3,2,26.33,74.19,8.36,282
344,2025-01-15T07:00:00,1,7,0,3,3,27.38,82.25,23.31,3682
345,2025-01-15T08:00:00,1,8,0,3,1,28.58,54.74,14.08,3400
346,2025-01-15T09:00:00,1,9,0,3,4,28.25,96.82,32.02,3701
347,2025-01-15T10:00:00,1,10,0,3,1,28.14,68.4,7.21,1095
348,2025-01-15T11:00:00,1,11,0,3,1,27.79,78.62,11.51,1124
349,2025-01-15T12:00:00,1,12,0,3,1,26.61,68.28,9.54,1637
350,2025-01-15T13:00:00,1,13,0,3,3,28.67,85.04,17.38,2210
351,2025-01-15T14:00:00,1,14,0,3,1,29.78,74.44,4.79,1043
352,2025-01-15T15:00:00,1,15,0,3,2,29.08,70.99,16.7,1008
