id,datetime,season,hour,holiday,weekday,weathersit,temp,humidity,windspeed,ride_count
266,2024-01-12T01:00:00,1,1,0,5,1,28.99,69.58,12.33,210
267,2024-01-12T02:00:00,1,2,0,5,2,26.73,81.84,7.63,171
268,2024-01-12T03:00:00,1,3,0,5,1,28.45,67.09,11.32,66
269,2024-01-12T04:00:00,1,4,0,5,3,29.37,94.74,29.04,380
270,2024-01-12T05:00:00,1,5,0,5,1,28.81,61.33,10.88,441
271,2024-01-12T06:00:00,1,6,0,5,1,30.37,65.37,13.26,388
272,2024-01-12T07:00:00,1,7,0,5,1,26.11,63.8,15.38,1893
273,2024-01-12T08:00:00,1,8,0,5,1,29.39,63.18,8.9,2811
274,2024-01-12T09:00:00,1,9,0,5,1,28.5,78.59,14.69,2920
275,2024-01-12T10:00:00,1,10,0,5,2,28.47,87.21,16.53,1164
276,2024-01-12T11:00:00,1,11,0,5,2,27.05,75.35,12.67,1195
277,2024-01-12T12:00:00,1,12,0,5,1,26,60.04,9.51,1538
278,2024-01-12T13:00:00,1,13,0,5,1,31.29,68.68,18.82,1397
279,2024-01-12T14:00:00,1,14,0,5,1,28.39,69.39,5.11,1153
280,2024-01-12T15:00:00,1,15,0,5,1,25.81,69.14,5.67,988
281,2024-01-12T16:00:00,1,16,0,5,3,28.68,87.11,15.37,1387
282,2024-01-12T17:00:00,1,17,0,5,1,30.21,72.41,10.57,2341
283,2024-01-12T18:00:00,1,18,0,5,1,29.15,57.52,5.99,4070
284,2024-01-12T19:00:00,1,19,0,5,2,28.27,79.42,13.88,3268
285,2024-01-12T20:00:00,1,20,0,5,1,27.2,64.37,18.09,1701
286,2024-01-12T21:00:00,1,21,0,5,1,27.2,64.68,14.95,1446
287,2024-01-12T22:00:00,1,22,0,5,2,30.44,81.45,21.52,434
288,2024-01-12T23:00:00,1,23,0,5,1,28.4,66.38,6.73,694
289,2024-01-13T00:00:00,1,0,0,6,1,27.24,64.15,8.88,181
290,2024-01-13T01:00:00,1,1,0,6,1,30.2,53.28,13.87,121
291,2024-01-13T02:00:00,1,2,0,6,1,29.69,70.56,12.89,79
292,2024-01-13T03:00:00,1,3,0,6,2,26.67,77.84,17.56,125
293,2024-01-13T04:00:00,1,4,0,6,2,26.57,72.36,8.48,140
294,2024-01-13T05:00:00,1,5,0,6,1,31.37,73.34,9.3,307
295,2024-01-13T06:00:00,1,6,0,6,1,30.04,53.33,13.38,289
296,2024-01-13T07:00:00,1,7,0,6,2,27.9,70.8,14.37,2943
297,2024-01-13T08:00:00,1,8,0,6,1,27.79,55.31,15.93,1979
298,2024-01-13T09:00:00,1,9,0,6,2,25.81,82.81,21.94,2363
299,2024-01-13T10:00:00,1,10,0,6,1,29,56.79,7.03,1277
300,2024-01-13T11:00:00,1,11,0,6,4,26.95,93.6,20.76,1129
301,2024-01-13T12:00:00,1,12,0,6,1,28.38,63.18,12.95,1493
302,2024-01-13T13:00:00,1,13,0,6,1,30.81,59.11,6.98,1259
303,2024-01-13T14:00:00,1,14,0,6,1,28.22,51.2,13.94,850
304,2024-01-13T15:00:00,1,15,0,6,1,27.36,67.17,13.42,1026
305,2024-01-13T16:00:00,1,16,0,6,1,26.04,66.28,11.32,875
306,2024-01-13T17:00:00,1,17,0,6,1,27.43,67.24,17.38,3204
307,2024-01-13T18:00:00,1,18,0,6,1,30.43,81.11,14.13,2862
308,2024-01-13T19:00:00,1,19,0,6,1,29.26,57.07,10.17,2846
309,2024-01-13T20:00:00,1,20,0,6,3,28.96,84.85,22.11,1331
310,2024-01-13T21:00:00,1,21,0,6,1,27.94,65.58,20.14,1352
311,2024-01-13T22:00:00,1,22,0,6,2,30.22,66.47,8.16,740
312,2024-01-13T23:00:00,1,23,0,6,1,28.07,73.35,10.67,687
313,2024-01-14T00:00:00,1,0,0,0,2,29.98,82.88,11.11,105
314,2024-01-14T01:00:00,1,1,0,0,3,29.14,79.66,21.01,186
315,2024-01-14T02:00:00,1,2,0,0,1,26.88,76.22,6.52,119
316,2024-01-14T03:00:00,1,3,0,0,1,26.48,73.49,10.77,138
317,2024-01-14T04:00:00,1,4,0,0,2,32.42,82.94,5.46,68
318,2024-01-14T05:00:00,1,5,0,0,1,29.34,60.84,5.1,250
319,2024-01-14T06:00:00,1,6,0,0,2,30.57,86.99,9.5,275
320,2024-01-14T07:00:00,1,7,0,0,1,28.91,56.53,6.51,2531
321,2024-01-14T08:00:00,1,8,0,0,2,29.95,79.19,18.49,1493
322,2024-01-14T09:00:00,1,9,0,0,2,32.52,80.57,10.24,2453
323,2024-01-14T10:00:00,1,10,0,0,1,30.63,64.31,12.24,911
324,2024-01-14T11:00:00,1,11,0,0,1,26.34,69.85,11.81,849
325,2024-01-14T12:00:00,1,12,0,0,2,28.5,75.03,21.97,1033
326,2024-01-14T13:00:00,1,13,0,0,1,27.49,73.53,14.03,1280
327,2024-01-14T14:00:00,1,14,0,0,1,29.66,60.35,4.96,559
328,2024-01-14T15:00:00,1,15,0,0,1,27.78,60.69,7.52,775
329,2024-01-14T16:00:00,1,16,0,0,3,30,88.56,13.73,1219
330,2024-01-14T17:00:00,1,17,0,0,1,27.69,75.79,10.74,2860
331,2024-01-14T18:00:00,1,18,0,0,2,30.08,85.03,13.73,2973
332,2024-01-14T19:00:00,1,19,0,0,2,27.04,76.89,16.87,2470
333,2024-01-14T20:00:00,1,20,0,0,1,27.43,62.93,10.14,1419
334,2024-01-14T21:00:00,1,21,0,0,1,30.62,69.27,8.53,1918
335,2024-01-14T22:00:00,1,22,0,0,2,27.73,77,17.09,741
336,2024-01-14T23:00:00,1,23,0,0,3,31.63,92.25,20,885
337,2024-01-15T00:00:00,1,0,0,1,2,26.75,74.78,22.73,116
338,2024-01-15T01:00:00,1,1,0,1,2,28.05,83.55,21.57,189
339,2024-01-15T02:00:00,1,2,0,1,1,28.34,56.6,5.59,75
340,2024-01-15T03:00:00,1,3,0,1,2,31.06,70.36,11.78,228
341,2024-01-15T04:00:00,1,4,0,1,1,29.63,65.66,3.13,143
342,2024-01-15T05:00:00,1,5,0,1,3,30.23,93.18,12.78,305
343,2024-01-15T06:00:00,1,6,0,1,1,28.12,68.75,11.7,453
344,2024-01-15T07:00:00,1,7,0,1,1,29.56,68.6,4.21,3117
345,2024-01-15T08:00:00,1,8,0,1,1,28.77,65.48,6.77,2060
346,2024-01-15T09:00:00,1,9,0,1,1,27.12,66.43,11.88,2517
347,2024-01-15T10:00:00,1,10,0,1,1,28.45,56.07,11.65,1655
348,2024-01-15T11:00:00,1,11,0,1,1,28.47,64.09,5.44,1063
349,2024-01-15T12:00:00,1,12,0,1,3,28.49,93.62,17.56,1825
350,2024-01-15T13:00:00,1,13,0,1,2,26.07,77.32,18.62,1701
351,2024-01-15T14:00:00,1,14,0,1,1,28.72,58.71,20.06,1202
352,2024-01-15T15:00:00,1,15,0,1,1,27.67,58.3,6.51,1277
